report_id,site,activity,energy_type,barrier_status,exposure,report_text_clean,report_text,sif_potential,lsr_tag,source
46630ae9,Well Site B,electrical panel work,stored/electrical energy,uncertain,indirect_proximity,"During electrical panel work at Well Site B, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred.","During electrical panel work at Well Site B, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred.",1,Energy Isolation,synthetic
b2a884e6,Plant C,maintenance on process equipment,stored/electrical energy,confirmed_present,direct_proximity,"During maintenance on process equipment at Plant C, a worker was standing within the immediate hazard zone. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. (PTW ref attached)","During maintenance on process equipment at Plant C, a worker was standing within the immediate hazard zone. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. (PTW ref attached)",0,N/A,synthetic
abc40712,Well Site B,confined space entry for tank cleaning,atmospheric/asphyxiation,confirmed_present,direct_proximity,"During confined space entry for tank cleaning at Well Site B, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. No injury occurred. reported by UA/UC observer","During confined space entry for tank cleaning at Well Site B, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. No injury occurred. reported by UA/UC observer",0,N/A,synthetic
7327c8c7,Terminal A,lifting operation with mobile crane,kinetic (line of fire),absent_not_mentioned,direct_proximity,"During lifting operation with mobile crane at Terminal A, a technician was inside the equipment when work commenced. Minor first aid case reported. reported by UA/UC observer","During lifting operation with mobile crane at Terminal A, a technician was inside the equipment when work commenced. Minor first aid case reported. reported by UA/UC observer",1,Line of Fire,synthetic
d5ffe725,Rig 7,electrical panel work,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During electrical panel work at Rig 7, personnel were in the general work area at the time. Work proceeded without a permit being sighted. No injury occurred. acc to shift log","During electrical panel work at Rig 7, personnel were in the general work area at the time. Work proceeded without a PTW being sighted. No injury occurred. acc to shift log",1,Energy Isolation,synthetic
1d56cbf5,Terminal A,vehicle movement within plant premises,vehicular/motion,absent_not_mentioned,indirect_proximity,"During vehicle movement within plant premises at Terminal A, personnel were in the general work area at the time. No exclusion zone was set up. Near miss — situation was corrected before escalation.","During vehicle movement within plant premises at Terminal A, personnel were in the general work area at the time. No exclusion zone was set up. Near miss — situation was corrected before escalation.",1,Driving,synthetic
e40623be,Terminal A,electrical panel work,stored/electrical energy,absent_not_mentioned,no_exposure,"During electrical panel work at Terminal A, no personnel were in the vicinity at the time. No injury occurred; worker moved away in time.","During electrical panel work at Terminal A, no personnel were in the vicinity at the time. No injury occurred; worker moved away in time.",0,N/A,synthetic
af9964ea,Terminal A,electrical panel work,stored/electrical energy,absent_not_mentioned,no_exposure,"During electrical panel work at Terminal A, no personnel were in the vicinity at the time. No injury occurred; worker moved away in time. - LOTO tag #754","During electrical panel work at Terminal A, no personnel were in the vicinity at the time. No injury occurred; worker moved away in time. - LOTO tag #754",0,N/A,synthetic
d577acb5,Rig 4,hot work / welding near process line,stored/electrical energy,confirmed_present,no_exposure,"During hot work / welding near process line at Rig 4, no personnel were in the vicinity at the time. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. (PTW ref attached)","During hot work / welding near process line at Rig 4, no personnel were in the vicinity at the time. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. (PTW ref attached)",0,N/A,synthetic
01121bea,Terminal A,excavation near buried utility line,low-energy/ergonomic,uncertain,no_exposure,"During excavation near buried utility line at Terminal A, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around.","During excavation near buried utility line at Terminal A, the area was clear of workers during the activity. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
0c9c38ce,Terminal A,pipeline pigging operation,stored/electrical energy,uncertain,direct_proximity,"During pipeline pigging operation at Terminal A, a worker was standing within the immediate hazard zone. Exclusion zone markers were present but not actively enforced. Minor first aid case reported. reported by UA/UC observer","During pipeline pigging operation at Terminal A, a worker was standing within the immediate hazard zone. Exclusion zone markers were present but not actively enforced. Minor first aid case reported. reported by UA/UC observer",1,Energy Isolation,synthetic
5de3cde2,Rig 4,hot work / welding near process line,stored/electrical energy,confirmed_present,direct_proximity,"During hot work / welding near process line at Rig 4, a worker was standing within the immediate hazard zone. Permit to work was signed off with all checks completed. No injury occurred. acc to shift log","During hot work / wielding near process line at Rig 4, a worker was standing within the immediate hazard zone. PTW was signed off with all checks completed. No injury occurred. acc to shift log Supervsor ne bola area khali tha.",0,N/A,synthetic
